44,117284,458-152-256 11,АБРОСИМОВ,АЛЕКСЕЙ,ВИКТОРОВИЧ,1985-09-06,422549,Зеленодольск,Солнечная,17,,6,1993-04-08,2003-09-06,2018-09-06,,кареонлгдш,2,,1,2,,,,3
45,117285,123-452-957 99,АБЫЗОВ,БОРИС,АЛЕКСАНДРОВИЧ,1929-07-20,422549,Зеленодольск,Баумана,15,,1,1989-07-20,1992-07-01,2012-07-01,,пота поп о,1,1992-06-12,1,2,,,,ап
46,117286,234-324-865 44,АВЕРЬЯНОВА,НИНА,АЛЕКСАНДРОВНА,1940-04-24,422549,Зеленодольск,Мичурина,28,,50,2006-05-01,2011-12-19,2021-12-19,,умерла бабулька,13,2011-12-07,1,4,,,,1
47,117287,012-584-952 11,АГАПИТОВ,АЛЕКСАНДР,ГЕННАДЬЕВИЧ,1962-02-26,422500,Нижние Вязовые,Панфилова,76,А,76,2002-04-27,2015-04-01,2065-03-03,,ИНВАЛИД,2,2015-03-23,2,2,,,,2
48,117288,002-568-897 67,ГАРЬКИН,ВАСЯ,ПЕТРОВИЧ,1965-05-01,425552,Дубки,Дубравная,1,,5,2000-02-01,2015-01-01,2025-01-01,,ропдло,3,,2,3,7,3,,2ё
49,117289,123-456-789 00,БАБАЕВ,АБДУЛВАЛИ,ДОДОЕВИЧ,1935-02-20,245214,Кугеево,Ленина,1,,,1990-02-18,2008-03-01,2028-03-01,,списочник наверно,1,2008-02-18,1,2,,6,,1
50,117290,123-456-789 08,ВОДКИН,ВЛАДИМИР,ВЛАДИМИРОВИЧ,1954-05-18,546346,Дубровка,Дальняя,1,,3,1985-06-18,1990-05-31,2010-05-31,,dslfy just,123,,1,3,,,,5
51,117291,345-543-987 56,ДУБОВ,ПЕТР,СЕРГЕЕВИЧ,1965-05-02,796954,Казань,Левченко,23,,2,2016-10-06,2019-01-01,2039-01-01,,3 группа,ц,,1,3,,,,ы
52,117292,005-865-542 56,ШАФИГУЛЛИНА,КАФИЯ,ПЕТРОВНА,2005-06-07,425354,Айша,Ленина,2,,,2020-10-26,2021-08-01,2041-08-01,,,,,1,3,,15,,q
53,117293,058-897-963 55,ПЕТРОВА,ЛЕСЯ,ИВАНОВНА,1947-05-12,556386,Бобруйск,Первая,2,,,2002-05-12,2021-03-01,2041-03-01,,применркерв,,2021-02-25,,2,20,13,,
54,117294,031-296-027 26,АБДУЛЛИН,АБДРАХМАН,ВАСИЛЬЕВИЧ,1994-02-09,422500,Дубки,Вахитова,10,,,2020-02-04,2021-08-01,2041-08-01,,"Прошу отправить на мой адрес сведения о наличии в вашем подразделении серверной и установленном  там кондиционере, сведения прошу отправить в течении сегодняшнего дня.",,,,3,,13,,
55,117295,082-766-837 09,ЗАРИНОВИЧ,ВАЛЯ,ФИДОРА,1972-09-26,433455,Зеленодольск,Дубравная,2,,,2014-02-01,2020-02-01,2025-02-01,,,,,,2,,,,
56,117296,234-575-673 87,МОКРАЯ,ЛЕСЯ,,2021-06-01,422549,Кугеево,Снежная,17,,,2021-07-05,2021-10-01,2021-10-25,,,,,,3,,,,
57,117297,031-296-027 26,НОСОВ,АЛЕКСАНДРА,,1955-10-27,422544,Зеленодольск,Стекольная,3,,,2021-06-07,2021-10-20,2021-10-25,,,,,,4,,15,,
58,117298,234-575-678 87,ШАЙХУЛИНА,КАФИЯ,,2021-03-03,425600,Айша,Ленина,3,,,2021-09-03,2021-10-01,2021-10-20,,,,,,4,,,,
59,117299,082-766-837 09,МОКАПСЕ,АНАСТАСИЯ,,2021-02-02,425552,Зеленодольск,Солнечная,64,,,2021-08-16,2021-10-01,2022-03-01,,,,2018-05-17,1,2,,,,5
60,117300,234-575-678 87,Ибатуллина,Сумая,Гаянтиновна,1924-07-01,422540,УРАСПУГИ,ЦВЕТОЧНАЯ,30,,,2011-05-17,2019-05-17,2041-05-17,,,,2021-05-17,2,5,,,,5
61,117301,060-637-874 68,Валеева,Зимфира,Ибатулловна,1960-10-01,422540,Т.ТАНАЕВО,ЦЕНТРАЛЬНАЯ,3,,,2020-05-17,2021-05-17,2021-05-17,,,,2021-05-19,1,4,3,5,7,5
62,117302,123-692-854 44,Краснов,Владимир,Николаевич,2000-02-05,422540,ЗЕЛЕНОДОЛЬСК,ЗЕЛЕНАЯ,67,,,2021-05-19,2021-05-19,2065-05-19,2021-05-19,,,1995-08-10,11,2,,,,q
63,117303,234-575-678 87,Корнев,Юрий,Петрович,1965-03-15,422540,ЗЕЛЕНОДОЛЬСК,КОРОЛЕВА,9,,32,2021-05-19,2021-05-19,2021-05-19,,,,1992-02-13,3,2,,3,2,3
64,117304,458-152-256 11,Коротков,Борис,Петрович,1956-03-08,422540,ЗЕЛЕНОДОЛЬСК,ТАТАРСТАНА,5,,43,1976-06-24,1980-07-01,2036-03-31,,,,2000-11-10,6,2,,,,3
65,117305,123-452-957 99,Фомина,Светлана,Валентиновна,1960-10-01,422540,КОСЯКОВО,ОЗЕРНАЯ,2,,,2020-05-17,2021-05-27,2065-05-19,,,,1995-01-12,3,2,,,,3
66,117306,234-324-865 44,Филюхина,Нина,Алексеевна,1927-06-19,422540,ВАСИЛЬЕВО,ЛЕНИНА,56,,33,1967-06-22,1995-08-01,2015-08-01,,,,2000-03-24,2,2,11,3,,2
67,117307,012-584-952 11,Дыкина,Валентина,Ильинична,1917-06-19,422540,ЗЕЛЕНОДОЛЬСК,КОМСОМОЛЬСКАЯ,24,,3,1967-06-22,1995-08-01,2015-08-01,,,,2021-06-03,1,4,,,,1
68,117308,002-568-897 67,Митрофанов,Владимир,Михайлович,1916-03-27,422540,НИКОЛЬСКОЕ,ПАРНИКОВАЯ,1,,,1971-07-02,1992-02-01,2012-03-01,,,,2019-01-09,12,2,12,9,3,2
69,117309,123-456-789 00,Фахрутдинова,Фатима,Сафиновна,1929-04-14,422540,ЗЕЛЕНОДОЛЬСК,К.МАРКСА,59,,45,1989-04-14,2000-11-01,2020-11-01,,,,,1,2,,,,3
70,117310,123-456-789 08,Шагидуллин,Рашит,Газизович,1910-12-19,422540,РАИФА,ЦЕНТРАЛЬНАЯ,5,,23,1958-06-02,1995-02-01,2015-02-01,,,,1992-06-12,1,2,,,,ап
71,117311,345-543-987 56,Уткин,Александр,Васильевич,1933-07-23,422540,ЗЕЛЕНОДОЛЬСК,ГОГОЛЯ,42,,16,1979-06-11,2000-04-01,2020-04-01,,,,2011-12-07,1,4,,,,1
72,117312,005-865-542 56,Кирпичникова,Татьяна,Петровна,1934-08-26,422540,ЗЕЛЕНОДОЛЬСК,ВИШНЕВАЯ,22,,,1983-06-04,1991-04-01,2006-04-01,,,,2015-03-23,2,2,,,,2
73,117313,058-897-963 55,Мясоедов,Юрий,Игоревич,1931-03-05,422540,НУРЛАТЫ,СОВХОЗНАЯ,76,,,1991-03-05,2019-02-01,2019-02-01,,,,,2,3,7,3,,2ё
74,117314,031-296-027 26,Сорокин,Михаил,Яковлевич,1985-09-06,422540,ЗЕЛЕНОДОЛЬСК,РОГАЧЕВА,21,,13,1993-04-08,2003-09-06,2018-09-06,,,,2008-02-18,1,2,,6,,1
75,117315,082-766-837 09,Шайхисламова,Сания,Шайхисламовна,1929-07-20,422540,ЗЕЛЕНОДОЛЬСК,КОРОЛЕВА,3,,17,1989-07-20,1992-07-01,2012-07-01,,,,,1,3,,,,5
76,117316,234-575-673 87,Григорьева,Тамара,Петровна,1940-04-24,422540,ЗЕЛЕНОДОЛЬСК,ТУРГЕНЕВА,12,,98,2006-05-01,2011-12-19,2021-12-19,,,,,1,3,,,,ы
77,117317,031-296-027 26,Борисова,Клавдия,Петровна,1962-02-26,422540,ЗЕЛЕНОДОЛЬСК,ОКТЯБРЬСКАЯ,8/2,,,2002-04-27,2015-04-01,2065-03-03,,,,,1,3,,15,,q
78,117318,234-575-678 87,Евграфов,Игорь,Григорьевич,1965-05-01,422540,КОСЯКОВО,СВЕТЛАЯ,3,,,2000-02-01,2015-01-01,2025-01-01,,,,2021-02-25,,2,20,13,,
79,117319,082-766-837 09,Егорова,Анна,Григорьевна,1935-02-20,422540,ЗЕЛЕНОДОЛЬСК,ЭНГЕЛЬСА,4,,5,1990-02-18,2008-03-01,2028-03-01,,,,,,3,,13,,
80,117320,234-575-678 87,Шарафиев,Илдус,Шамсетдиновна,1954-05-18,422540,ЗЕЛЕНОДОЛЬСК,СТРОИТЕЛЕЙ,9,,65,1985-06-18,1990-05-31,2010-05-31,,,,,,2,,,,
81,117321,060-637-874 68,Сабирова,Раиса,Фарутдиновна,1965-05-02,422540,ВАСИЛЬЕВО,САНАТОРНАЯ,40,,43,2016-10-06,2019-01-01,2039-01-01,,,,,,3,,,,
82,117322,123-692-854 44,Кулаков,Сергей,Николаевич,2005-06-07,422540,ВАСИЛЬЕВО,ОКТЯБРЬСКАЯ,4,,21,2020-10-26,2021-08-01,2041-08-01,,,,,,4,,15,,
83,117323,234-575-678 87,Панчук,Виктор,Юрьевич,1947-05-12,422540,ЗЕЛЕНОДОЛЬСК,К.МАРКСА,8,,5,2002-05-12,2021-03-01,2041-03-01,,,,,,4,,,,
84,117324,458-152-256 11,Гарипов,Эмиль,Маратович,1994-02-09,422540,ВАСИЛЬЕВО,СТАХАНОВСКАЯ,58,,8,2020-02-04,2021-08-01,2041-08-01,,,,2018-05-17,1,2,,,,5
85,117325,123-452-957 99,Гилязова,Назия,Мутыгулловна,1972-09-26,422540,ЗЕЛЕНОДОЛЬСК,КОМАРОВА,22,,15,2014-02-01,2020-02-01,2025-02-01,,,,2021-05-17,2,5,,,,5
86,117326,234-324-865 44,Новикова,Антонида,Ильинична,2021-06-01,422540,НОВАЯ ТУРА,ШКОЛЬНАЯ,7,,,2021-07-05,2021-10-01,2021-10-25,,,,2021-05-19,1,4,3,5,7,5
87,117327,012-584-952 11,Фейсханов,Фарид,Хусаинович,1955-10-27,422540,ЗЕЛЕНОДОЛЬСК,ПР.СТРОИТЕЛЕЙ,42,,96,2021-06-07,2021-10-20,2021-10-25,,,,1995-08-10,11,2,,,,q
88,117328,002-568-897 67,Ганин,Николай,Григорьевич,2021-03-03,422540,ЗЕЛЕНОДОЛЬСК,КОРОЛЕВА,18,,60,2021-09-03,2021-10-01,2021-10-20,,,,1992-02-13,3,2,,3,2,3
89,117329,123-456-789 00,Алпыспаева,Альфия,Мутигулловна,2021-02-02,422540,ОСИНОВО,МАЙСКАЯ,5,,46,2021-08-16,2021-10-01,2022-03-01,,,,2000-11-10,6,2,,,,3
90,117330,123-456-789 08,Корочкин,Виктор,Григорьевич,1924-07-01,422540,ЗЕЛЕНОДОЛЬСК,ПАРАТСКАЯ,2,,7,2011-05-17,2019-05-17,2041-05-17,,,,1995-01-12,3,2,,,,3
91,117331,345-543-987 56,Козлов,Александр,Вячеславович,1960-10-01,422540,ЗЕЛЕНОДОЛЬСК,ЖУКОВА,7,,155,2020-05-17,2021-05-17,2021-05-17,,,,2000-03-24,2,2,11,3,,2
92,117332,005-865-542 56,Голубева,Нина,Васильевна,2000-02-05,422540,ЗЕЛЕНОДОЛЬСК,ЛЕНИНА,68,,25,2021-05-19,2021-05-19,2065-05-19,2021-05-19,,,2021-06-03,1,4,,,,1
93,117333,058-897-963 55,Горчакова,Валентина,Александровна,1965-03-15,422540,ЗЕЛЕНОДОЛЬСК,ГАЙДАРА,15,,,2021-05-19,2021-05-19,2021-05-19,,,,2019-01-09,12,2,12,9,3,2
94,117334,031-296-027 26,Терехин,Анатолий,Григорьевич,1956-03-08,422540,ВАСИЛЬЕВО,ТАТАРСТАН,19,,,1976-06-24,1980-07-01,2036-03-31,,,,,1,2,,,,3
95,117335,082-766-837 09,Федотова,Людмила,Сергеевна,1960-10-01,422540,ВАСИЛЬЕВО,ЛЕНИНА,44,,1,2020-05-17,2021-05-27,2065-05-19,,,,1992-06-12,1,2,,,,ап
96,117336,234-575-673 87,Зубов,Анатолий,Федорович,1927-06-19,422540,ЗЕЛЕНОДОЛЬСК,ТАТАРСТАНА,13,,30,1967-06-22,1995-08-01,2015-08-01,,,,2011-12-07,1,4,,,,1
97,117337,031-296-027 26,Сабирова,Амиля,Наилевна,1917-06-19,422540,ЗЕЛЕНОДОЛЬСК,СТРОИТЕЛЕЙ,3,,12,1967-06-22,1995-08-01,2015-08-01,,,,2015-03-23,2,2,,,,2
98,117338,234-575-678 87,Раянов,Азат,Радекович,1916-03-27,422540,ВАСИЛЬЕВО,ШКОЛЬНАЯ,13,,46/2,1971-07-02,1992-02-01,2012-03-01,,,,,2,3,7,3,,2ё
99,117339,082-766-837 09,Маршалова,Натаья,Александровна,1929-04-14,422540,ЗЕЛЕНОДОЛЬСК,ФРУНЗЕ,5,,49,1989-04-14,2000-11-01,2020-11-01,,,,2008-02-18,1,2,,6,,1
100,117340,234-575-678 87,Карягина,Елизавета,Ивановна,1910-12-19,422540,ЗЕЛЕНОДОЛЬСК,СТОЛИЧНАЯ,12,,95,1958-06-02,1995-02-01,2015-02-01,,,,,1,3,,,,5
101,117341,060-637-874 68,Киселева,Светлана,Николаевна,1933-07-23,422540,Н.ВЯЗОВЫЕ,КИРОВА,22,,,1979-06-11,2000-04-01,2020-04-01,,,,,1,3,,,,ы
102,117342,123-692-854 44,Усачев,Александр,Васильевич,1934-08-26,422540,ВАСИЛЬЕВО,КРАСНАЯ,37,,6,1983-06-04,1991-04-01,2006-04-01,,,,,1,3,,15,,q
103,117343,234-575-678 87,Вильданов,Фирнат,Фаргатович,1931-03-05,422540,Т.ТАНАЕВО,ЛЕНИНА,18,,,1991-03-05,2019-02-01,2019-02-01,,,,2021-02-25,,2,20,13,,
104,117344,458-152-256 11,Шамсиева,Асия,Зарифулловна,1985-09-06,422540,ТУГАЕВО,НАРИМАНОВО,1,,,1993-04-08,2003-09-06,2018-09-06,,,,,,3,,13,,
105,117345,123-452-957 99,Елистратова,Тамара,Николаевна,1929-07-20,422540,ВАСИЛЬЕВО,ПИОНЕРСКАЯ,17,,,1989-07-20,1992-07-01,2012-07-01,,,,,,2,,,,
106,117346,234-324-865 44,Сакин,Иван,Алексеевич,1940-04-24,422540,ОКТЯБРЬСКИЙ,ПИОНЕРСКАЯ,4,,,2006-05-01,2011-12-19,2021-12-19,,,,,,3,,,,
107,117347,012-584-952 11,Шарапова,Надежда,Анатольевна,1962-02-26,422540,ЗЕЛЕНОДОЛЬСК,ЛИСТВЕННАЯ,44,,,2002-04-27,2015-04-01,2065-03-03,,,,,,4,,15,,
108,117348,002-568-897 67,Валеев,Ришат,Равилевич,1965-05-01,422540,ЗЕЛЕНОДОЛЬСК,ЧАПАЕВА,1,,728,2000-02-01,2015-01-01,2025-01-01,,,,,,4,,,,
109,117349,123-456-789 00,Садреев,Ильдар,Гаязович,1935-02-20,422540,ЗЕЛЕНОДОЛЬСК,ЗАСОРИНА,6,,6,1990-02-18,2008-03-01,2028-03-01,,,,2018-05-17,1,2,,,,5
110,117350,123-456-789 08,Салахов,Камиль,Габдулхакович,1954-05-18,422540,ВАСИЛЬЕВО,ГОГОЛЯ,47,,89,1985-06-18,1990-05-31,2010-05-31,,,,2021-05-17,2,5,,,,5
111,117351,345-543-987 56,Гайворонский,Николай,Иванович,1965-05-02,422540,ОСИНОВО,ГАЙСИНА,1,,67,2016-10-06,2019-01-01,2039-01-01,,,,2021-05-19,1,4,3,5,7,5
112,117352,005-865-542 56,Петухова,Александра,Григорьевна,2005-06-07,422540,ЗЕЛЕНОДОЛЬСК,САХАРОВА,54,,,2020-10-26,2021-08-01,2041-08-01,,,,1995-08-10,11,2,,,,q
113,117353,058-897-963 55,Дорофеева,Ольга,Константиновна,1947-05-12,422540,ВАСИЛЬЕВО,КООПЕРАТИВНАЯ,1,,,2002-05-12,2021-03-01,2041-03-01,,,,1992-02-13,3,2,,3,2,3
114,117354,031-296-027 26,Ефремов,Владимир,Александрович,1994-02-09,422540,ЗЕЛЕНОДОЛЬСК,КРАСНЫЙ ПЕР.,12,,1,2020-02-04,2021-08-01,2041-08-01,,,,2000-11-10,6,2,,,,3
115,117355,082-766-837 09,Хайруллина,Разия,,1972-09-26,422540,ЗЕЛЕНОДОЛЬСК,УКРАИНСКАЯ,24,,24,2014-02-01,2020-02-01,2025-02-01,,,,1995-01-12,3,2,,,,3
116,117356,234-575-673 87,Семенов,Александр,Александрович,2021-06-01,422544,ЗЕЛЕНОДОЛЬСК,КОРОЛЕВА,10,,97,2021-07-05,2021-10-01,2021-10-25,,,,2000-03-24,2,2,11,3,,2
117,117357,031-296-027 26,Федулеева,Надежда,Ивановна,1955-10-27,422540,ЗЕЛЕНОДОЛЬСК,ТУКТАРОВА,8,,13,2021-06-07,2021-10-20,2021-10-25,,,,2021-06-03,1,4,,,,1
118,117358,234-575-678 87,Чугреев,Виктор,Павлович,2021-03-03,422540,ЗЕЛЕНОДОЛЬСК,К.МАРКСА,23,,,2021-09-03,2021-10-01,2021-10-20,,,,2019-01-09,12,2,12,9,3,2
119,117359,082-766-837 09,Чибирев,Геннадий,Иванович,2021-02-02,422540,ЗЕЛЕНОДОЛЬСК,КОРОЛЕВА,14,,63,2021-08-16,2021-10-01,2022-03-01,,,,,1,2,,,,3
120,117360,234-575-678 87,Горшунов,Виктор,Николаевич,1924-07-01,422540,ЗЕЛЕНОДОЛЬСК,СТОЛИЧНАЯ,17,,20,2011-05-17,2019-05-17,2041-05-17,,,,1992-06-12,1,2,,,,ап
121,117361,060-637-874 68,Вильданова,Фарида,Фазуловна,1960-10-01,422540,ТАТ.ТАНАЕВО,ЦЕНТРАЛЬНАЯ,44,,,2020-05-17,2021-05-17,2021-05-17,,,,2011-12-07,1,4,,,,1
122,117362,123-692-854 44,Никонорова,Екатенина,Степановна,2000-02-05,422540,ЗЕЛЕНОДОЛЬСК,ЗАИКИНА,16,,35,2021-05-19,2021-05-19,2065-05-19,2021-05-19,,,2015-03-23,2,2,,,,2
123,117363,234-575-678 87,Джавахишвили,Автандил,Георгиевич,1965-03-15,422540,ВАСИЛЬЕВО,ЛЕВАНЕВСКОГО,33,,4,2021-05-19,2021-05-19,2021-05-19,,,,,2,3,7,3,,2ё
124,117364,458-152-256 11,Сандуров,Владимир,Никифорович,1956-03-08,422540,ЗЕЛЕНОДОЛЬСК,КОМСОМОЛЬСКАЯ,22,,23,1976-06-24,1980-07-01,2036-03-31,,,,2008-02-18,1,2,,6,,1
125,117365,123-452-957 99,Тарасов,Ярослав,Олегович,1960-10-01,422540,ЗЕЛЕНОДОЛЬСК,ГОГОЛЯ,33,,9,2020-05-17,2021-05-27,2065-05-19,,,,,1,3,,,,5
126,117366,234-324-865 44,Мингазов,Габдрауф,Садриевич,1927-06-19,422540,ЗЕЛЕНОДОЛЬСК,СТОЛИЧНАЯ,8,А,7,1967-06-22,1995-08-01,2015-08-01,,,,,1,3,,,,ы
127,117367,012-584-952 11,Соловьева,Анастасия,Федоровна,1917-06-19,422540,ЗЕЛЕНОДОЛЬСК,ЗАЛЕСНАЯ,9,,2,1967-06-22,1995-08-01,2015-08-01,,,,,1,3,,15,,q
128,117368,002-568-897 67,Асманова,Нурзия,Гилязовна,1916-03-27,422540,ЗЕЛЕНОДОЛЬСК,ГОГОЛЯ,57,А,14,1971-07-02,1992-02-01,2012-03-01,,,,2021-02-25,,2,20,13,,
129,117369,123-456-789 00,Матвеева,Генриетта,Леонидовна,1929-04-14,422540,ЗЕЛЕНОДОЛЬСК,НОРКИНА,2,,21,1989-04-14,2000-11-01,2020-11-01,,,,,,3,,13,,
130,117370,123-456-789 08,Беркутов,Николай,Анатольевич,1910-12-19,422540,ВАСИЛЬЕВО,ШКОЛЬНАЯ,6,,6,1958-06-02,1995-02-01,2015-02-01,,,,,,2,,,,
131,117371,345-543-987 56,Пентегова,Маргарита,Александровна,1933-07-23,422540,ЗЕЛЕНОДОЛЬСК,КОСМОНАВТОВ,11,,4,1979-06-11,2000-04-01,2020-04-01,,,,,,3,,,,
132,117372,005-865-542 56,Рыкалин,Федор,Семенович,1934-08-26,422540,ЗЕЛЕНОДОЛЬСК,РОГАЧЕВА,23,,27,1983-06-04,1991-04-01,2006-04-01,,,,,,4,,15,,
133,117373,058-897-963 55,Абдулханова,Равиля,Хабибовна,1931-03-05,422540,ЗЕЛЕНОДОЛЬСК,Б.УРМАНЧЕ,3,,77,1991-03-05,2019-02-01,2019-02-01,,,,,,4,,,,
134,117374,031-296-027 26,Никулина,Анастасия,Михайловна,1985-09-06,422540,ЗЕЛЕНОДОЛЬСК,КОМСОМОЛЬСКАЯ,3,,30,1993-04-08,2003-09-06,2018-09-06,,,,2018-05-17,1,2,,,,5
135,117375,082-766-837 09,Медников,Алексей,Ленитович,1929-07-20,422540,ЗЕЛЕНОДОЛЬСК,К.МАРКСА,50,,2,1989-07-20,1992-07-01,2012-07-01,,,,2021-05-17,2,5,,,,5
136,117376,234-575-673 87,Щепетков,Евгений,Леонидович,1940-04-24,422540,ЗЕЛЕНОДОЛЬСК,ТАТАРСТАН,16,,7,2006-05-01,2011-12-19,2021-12-19,,,,2021-05-19,1,4,3,5,7,5
137,117377,031-296-027 26,Новикова,Мария,Егоровна,1962-02-26,422540,ЗЕЛЕНОДОЛЬСК,ЛЕНИНА,20,,125,2002-04-27,2015-04-01,2065-03-03,,,,1995-08-10,11,2,,,,q
138,117378,234-575-678 87,Смирнов,Валентин,Иванович,1965-05-01,422540,ВАСИЛЬЕВО,К.МАРКСА,30,,,2000-02-01,2015-01-01,2025-01-01,,,,1992-02-13,3,2,,3,2,3
139,117379,082-766-837 09,Петрова,Татьяна,Борисовна,1935-02-20,422540,ЗЕЛЕНОДОЛЬСК,КОРОЛЕВА,8,А,40,1990-02-18,2008-03-01,2028-03-01,,,,2000-11-10,6,2,,,,3
140,117380,123-233-456 44,Афанасьева,Ольга,Григорьевна,1954-05-18,422540,ЗЕЛЕНОДОЛЬСК,ГОГОЛЯ,49,,24,1985-06-18,1990-05-31,2010-05-31,,,,1995-01-12,3,2,,,,3
141,117381,123-233-456 44,Михайлова,Мария,Александровна,1965-05-02,422540,ЗЕЛЕНОДОЛЬСК,И.ЗАСОРИНА,6,,78,2016-10-06,2019-01-01,2039-01-01,,,,2000-03-24,2,2,11,3,,2
142,117382,075-627-874 68,Волчанская,Лилия,Николаевна,2005-06-07,422540,ЗЕЛЕНОДОЛЬСК,М.КРАСНАЯ,5,,23,2020-10-26,2021-08-01,2041-08-01,,,,2021-06-03,1,4,,,,1
143,117383,458-236-854 56,Хикматуллина,Дарина,Евгеньевна,1947-05-12,422540,ЗЕЛЕНОДОЛЬСК,ЧАЙКИНОЙ,13,,,2002-05-12,2021-03-01,2041-03-01,,,,2019-01-09,12,2,12,9,3,2
144,117384,123-234-835 66,Шибаева,Валентина,Дмитриевна,1994-02-09,422540,ЗЕЛЕНОДОЛЬСК,КИРПИЧНАЯ,8,,,2020-02-04,2021-08-01,2041-08-01,,,,,1,2,,,,3
145,117385,123-233-456 44,Торхеев,Михаил,Викторович,1972-09-26,422540,ЗЕЛЕНОДОЛЬСК,ШЕВЧЕНКО,5,,14,2014-02-01,2020-02-01,2025-02-01,,,,1992-06-12,1,2,,,,ап
146,117386,060-637-874 68,Белова,Зоя,Тихоновна,2021-06-01,422540,ЗЕЛЕНОДОЛЬСК,ГОГОЛЯ,39,,12,2021-07-05,2021-10-01,2021-10-25,,,,2011-12-07,1,4,,,,1
147,117387,123-234-635 00,Гаврилов,Валентин,Алексеевич,1955-10-27,422540,ОСИНОВО,ШУРАВИНА,16,,,2021-06-07,2021-10-20,2021-10-25,,,,2015-03-23,2,2,,,,2
148,117388,056-946-632 51,Блинников,Владимир,Яковлевич,2021-03-03,422540,ЗЕЛЕНОДОЛЬСК,ЛЕНИНА,2,,51,2021-09-03,2021-10-01,2021-10-20,,,,,2,3,7,3,,2ё
149,117389,123-789-456 77,Лазарев,Анатолий,Петрович,2021-02-02,422540,ВАСИЛЬЕВО,СЕВЕРНАЯ,11,,,2021-08-16,2021-10-01,2022-03-01,,,,2008-02-18,1,2,,6,,1
150,117390,234-575-678 87,Константинова,Зоя,Михайловна,1924-07-01,422540,ЗЕЛЕНОДОЛЬСК,ЛЕНИНА,17,,39,2011-05-17,2019-05-17,2041-05-17,,,,,1,3,,,,5
151,117391,060-637-874 68,Сафронова,Надежда,Григорьевна,1960-10-01,422540,ЗЕЛЕНОДОЛЬСК,К.МАРКСА,57,,50,2020-05-17,2021-05-17,2021-05-17,,,,,1,3,,,,ы
152,117392,123-692-854 44,Шибкова,Венера,Тафкильевна,2000-02-05,422540,ЗЕЛЛЕНОДОЛЬСК,МОСКОВСКАЯ,23,,3,2021-05-19,2021-05-19,2065-05-19,2021-05-19,,,,1,3,,15,,q
153,117393,234-575-678 87,Сибгатуллин,Гаптлхалим,Рахимович,1965-03-15,422540,ВАСИЛЬЕВО,ГОГОЛЯ,41,,2,2021-05-19,2021-05-19,2021-05-19,,,,2021-02-25,,2,20,13,,
